precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ TIROL",233,DOCLIN,52650,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:30",553,511,3,15,24,259,218,2,15,24,246,13,568,309,22,112,112
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ BINIŞ",232,DOCLIN,52650,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:21:14",676,602,1,26,47,422,349,0,26,47,405,17,659,237,16,215,174
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DOCLIN",231,DOCLIN,52650,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:15:43",482,412,0,59,11,335,265,0,59,11,327,8,453,118,13,80,234
