precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","NECULA MARIAN-voturi"
3,ARGEŞ,"CĂMIN CULTURAL BUZOEŞTI",263,BUZOEŞTI,14940,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:32:36",854,841,0,11,2,425,412,0,11,2,411,14,900,469,61,13,230,81,14,0,10,2
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL IONEŞTI",265,BUZOEŞTI,14940,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:47:25",580,544,0,7,29,386,350,0,7,29,370,16,600,214,145,11,145,39,9,9,6,6
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ CORNĂŢEL",264,BUZOEŞTI,14940,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:36:57",754,735,2,13,4,515,498,0,13,4,493,22,800,285,24,7,344,45,67,0,6,0
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ŞERBOENI",266,BUZOEŞTI,14940,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:57:56",1210,1200,0,10,0,736,726,0,10,0,702,34,1300,564,242,33,202,97,18,36,21,53
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ TOMŞANCA",267,BUZOEŞTI,14940,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:10",280,275,0,5,0,194,189,0,5,0,184,10,340,146,43,0,99,10,1,1,30,0
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ VULPEŞTI",262,BUZOEŞTI,14940,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:25:50",783,779,0,4,0,468,464,0,4,0,448,17,900,435,81,16,234,48,39,0,27,3
