precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOAZA MARCEL-MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞTEF ADEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MUNTEANU CLAUDIU-ANDREI-PARTIDUL NAȚIONAL LIBERAL-voturi","CORNEAN GHEORGHE-CORNEL-PARTIDUL PRO ROMÂNIA-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BOZ",298,BRĂNIŞCA,88546,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:46:45",362,344,0,18,0,257,239,0,18,0,252,5,395,138,19,110,110,13
22,HUNEDOARA,"CĂMINUL CULTURAL BRĂNIȘCA",297,BRĂNIŞCA,88546,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:13",512,481,0,21,10,336,305,0,21,10,331,5,562,226,33,189,103,6
22,HUNEDOARA,"CĂMINUL CULTURAL FURCȘOARA",299,BRĂNIŞCA,88546,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:33:01",42,28,0,13,1,27,13,0,13,1,27,0,58,31,1,10,15,1
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",300,BRĂNIŞCA,88546,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:58",194,177,0,17,0,127,110,0,17,0,120,7,148,21,4,77,32,7
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNAVA",301,BRĂNIŞCA,88546,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:58:23",89,75,0,14,0,57,43,0,14,0,53,4,108,51,0,22,28,3
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNĂVIȚA",302,BRĂNIŞCA,88546,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:00",147,141,0,4,2,90,84,0,4,2,89,1,192,102,12,37,38,2
