precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOFU NECULAI-PARTIDUL SOCIAL DEMOCRAT-voturi","GHILASE MARIANA-ANGELICA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TIMUŞ CLAUDIU-IONUŢ-UNIUNEA SALVAȚI ROMÂNIA-voturi","ABABEI IONUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","PESTER RENE-PARTIDUL MIȘCAREA POPULARĂ-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA EMIL RACOVIŢĂ",266,DĂNEŞTI,163253,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:27",642,624,0,3,15,342,324,0,3,15,316,26,700,332,147,19,45,62,43
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”GRIGORE T POPA” DĂNEȘTI",264,DĂNEŞTI,163253,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:38",438,430,0,1,7,253,245,0,1,7,243,10,500,247,142,12,62,17,10
39,VASLUI,"ŞCOALA PRIMARA BEREASA",265,DĂNEŞTI,163253,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:20:26",291,285,0,5,1,158,152,0,5,1,155,3,300,142,38,5,13,38,61
39,VASLUI,"ŞCOALA PRIMARA TĂTĂRĂNI",267,DĂNEŞTI,163253,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:15:08",153,149,0,4,0,71,67,0,4,0,65,6,164,93,25,6,7,11,16
