precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
12,CĂLĂRAŞI,"CASA DE CULTURA",77,"ORAŞ LEHLIU-GARĂ",93888,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:50:30",1495,1471,0,16,8,915,891,0,16,8,889,26,1600,685,139,197,553
12,CĂLĂRAŞI,PRIMARIE,76,"ORAŞ LEHLIU-GARĂ",93888,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:58:56",1425,1412,0,5,8,850,837,0,5,8,817,33,1600,750,101,160,556
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV",78,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:02:32",355,343,0,11,1,240,228,0,11,1,221,8,380,151,23,78,120
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV",80,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:09:59",1084,1071,1,10,2,500,488,0,10,2,473,27,1169,669,37,153,283
12,CĂLĂRAŞI,"SCOALA CU CLS. I-VIII",79,"ORAŞ LEHLIU-GARĂ",93888,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:13",683,674,0,9,0,326,317,0,9,0,310,16,800,474,39,113,158
