precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HAGIU MARIA-GHEORGHINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PÎNTEA ION-PARTIDUL SOCIAL DEMOCRAT-voturi","NISTOR SANDA-PARTIDUL NAȚIONAL LIBERAL-voturi","ALBU IONEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ BUHALNIŢA",306,HANGU,122953,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:56:15",622,613,1,4,4,262,254,0,4,4,250,12,700,438,17,114,107,12
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ,COMUNA HANGU",304,HANGU,122953,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:46",923,912,0,3,8,459,448,0,3,8,443,16,1000,541,20,199,157,67
29,NEAMŢ,"ŞCOALA PRIMARĂ BOBOTENI",305,HANGU,122953,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:15:49",452,434,0,12,6,233,215,0,12,6,225,8,500,267,19,77,101,28
29,NEAMŢ,"ŞCOALA PRIMARĂ CHIRIŢENI",307,HANGU,122953,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:46",392,377,0,5,10,219,204,0,5,10,215,4,500,281,17,74,85,39
29,NEAMŢ,"ŞCOALA PRIMARĂ GROZĂVEŞTI",308,HANGU,122953,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:24:36",319,302,1,6,10,146,130,0,6,10,140,6,356,210,5,88,37,10
29,NEAMŢ,"ŞCOALA PRIMARĂ RUGINEŞTI",309,HANGU,122953,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:12:54",293,281,2,6,4,133,123,0,6,4,130,2,359,227,17,57,46,10
