precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SAS IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","NEAMŢU ELENA-MARIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OBREJA ANDREI-RAUL-PARTIDUL SOCIAL DEMOCRAT-voturi"
37,TIMIŞ,"GRĂDINIȚA CU P.N. BENCECU DE JOS",520,PIŞCHIA,158181,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:34",329,318,0,7,4,232,221,0,7,4,228,4,400,168,90,5,133
37,TIMIŞ,"GRĂDINIȚA CU P.N.MURANI NR.383",522,PIŞCHIA,158181,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:35:34",515,503,0,6,6,343,331,0,6,6,327,16,581,238,131,8,188
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ BENCECU DE SUS",521,PIŞCHIA,158181,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:55",761,747,0,5,9,441,427,0,5,9,431,10,795,354,160,18,253
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ PIŞCHIA",519,PIŞCHIA,158181,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:41",1186,1140,4,21,21,749,705,2,21,21,724,25,1200,451,262,19,443
