precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LŐRINCZ ORSOLYA-PARTIDUL NAȚIONAL LIBERAL-voturi","KALLOS ZSOLT-EDUÁRD-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BIRO IOAN-MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","HAISIUC VLAD-FORȚA DREPTEI-voturi"
32,"SATU MARE","CĂMIN CULTURAL COROD",190,CULCIU,137540,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:29:43",414,405,0,6,3,240,231,0,6,3,230,10,443,203,26,123,74,7
32,"SATU MARE","GRADINIŢA APATEU",188,CULCIU,137540,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:10:30",276,264,0,9,3,149,141,0,5,3,137,4,290,149,34,79,18,6
32,"SATU MARE","ŞCOALA DE GIMNAZIALĂ BEM JOZSEF CĂRĂŞEU",189,CULCIU,137540,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:15",948,916,0,7,25,549,517,0,7,25,529,20,1020,471,85,385,54,5
32,"SATU MARE","ŞCOALA PRIMARĂ CULCIU-MIC",191,CULCIU,137540,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:09:45",615,596,2,7,10,326,309,0,7,10,316,10,666,340,45,212,56,3
32,"SATU MARE","ŞCOALA PRIMARĂ LIPĂU",192,CULCIU,137540,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:14",428,417,4,3,4,231,222,2,3,4,225,6,460,229,35,32,36,122
32,"SATU MARE","SEDIUL CONSILIULUI LOCAL AL COMUNEI CULCIU",187,CULCIU,137540,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:41:27",689,673,0,7,9,396,380,0,7,9,378,14,750,358,81,184,104,9
