precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ÜLKEI ZOLTÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","TÉGLÁS ZOLTÁN-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"CĂMINUL CULTURAL BETA",198,MUGENI,85127,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:35",274,270,0,4,0,172,168,0,4,0,167,5,300,128,159,8
21,HARGHITA,"CĂMINUL CULTURAL DEJUŢIU",199,MUGENI,85127,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:24:19",172,168,0,4,0,90,86,0,4,0,90,0,200,110,82,8
21,HARGHITA,"CĂMINUL CULTURAL LUTIŢA",201,MUGENI,85127,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:31:13",615,602,2,2,9,377,366,0,2,9,371,6,600,223,335,36
21,HARGHITA,"CĂMINUL CULTURAL MĂTIŞENI",202,MUGENI,85127,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:14:35",113,109,0,4,0,66,62,0,4,0,65,1,200,134,56,9
21,HARGHITA,"CĂMINUL CULTURAL MUGENI",196,MUGENI,85127,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:56",979,961,2,1,15,469,453,0,1,15,450,19,1000,531,307,143
21,HARGHITA,"CASA DE RUGĂCIUNI DOBENI",200,MUGENI,85127,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:00",482,472,1,4,5,291,282,0,4,5,282,9,500,209,258,24
21,HARGHITA,"PAROHIA REFORMATĂ ALUNIȘ",197,MUGENI,85127,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:01:14",130,127,0,0,3,85,82,0,0,3,80,5,200,115,69,11
21,HARGHITA,"ȘCOALA GIMNAZIALĂ „MÁRTON ÁRON”, TĂIETURA",203,MUGENI,85127,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:57:54",215,206,0,7,2,99,90,0,7,2,97,2,200,101,90,7
