precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HĂRŞAN VASILE-AUREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POP EREMIA-PARTIDUL NAȚIONAL LIBERAL-voturi","RUNCAN MIHAI-DAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MATEI DORIN-NICOLAE-PARTIDUL MIȘCAREA POPULARĂ-voturi"
28,MUREŞ,"CAMINUL CULTURAL URISIU DE SUS",311,"CHIHERU DE JOS",116126,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:37:37",339,325,0,10,4,253,239,0,10,4,250,3,360,107,7,89,145,9
28,MUREŞ,"ŞCOALA PRIMARĂ CHIHERU DE SUS",309,"CHIHERU DE JOS",116126,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:43",334,312,0,12,10,210,188,0,12,10,202,8,338,128,4,84,109,5
28,MUREŞ,"ŞCOALA PRIMARĂ URISIU DE JOS",310,"CHIHERU DE JOS",116126,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:56:48",271,262,0,6,3,195,186,0,6,3,191,4,286,91,7,77,103,4
28,MUREŞ,"SEDIUL PRIMĂRIEI COMUNEI CHIHERU DE JOS",308,"CHIHERU DE JOS",116126,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:20:29",365,333,1,22,9,260,228,1,22,9,249,11,390,130,17,134,71,27
