precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CÎMPEANU GRIGORE-ADI-PARTIDUL SOCIAL DEMOCRAT-voturi","STĂNCIULESCU ION-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BRÎNZAN DANIEL-GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","SĂVULESCU PAUL-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
20,GORJ,"CĂMINUL CULTURAL BÂLTA",283,RUNCU,81576,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:25:34",1440,1389,0,29,22,971,920,0,29,22,951,20,1500,529,862,62,20,7
20,GORJ,"CĂMINUL CULTURAL DOBRIŢA",284,RUNCU,81576,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:30:32",835,774,1,30,30,561,502,0,30,29,548,13,900,339,502,25,8,13
20,GORJ,"CĂMINUL CULTURAL SUSENI",285,RUNCU,81576,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:17:07",272,244,1,12,15,159,132,0,12,15,153,6,300,141,141,9,1,2
20,GORJ,"CĂMINUL CULTURAL VALEA MARE",286,RUNCU,81576,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:58:13",471,436,0,25,10,471,436,0,25,10,446,25,764,293,414,23,8,1
20,GORJ,"ŞCOALA GENERALĂ RUNCU",282,RUNCU,81576,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:44:26",1290,1215,0,57,18,855,780,0,57,18,837,16,1300,447,722,80,22,13
