precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA CONSTANTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","POPA MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","TĂNĂSELEA ION-PARTIDUL SOCIAL DEMOCRAT-voturi"
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL CATUNA",471,URECHENI,124849,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:40",530,521,0,4,5,289,280,0,4,5,261,28,600,311,31,39,191
29,NEAMŢ,"SCOALA GIMNAZIALA FUNDATURA",470,URECHENI,124849,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:54:23",580,542,0,15,23,297,259,0,15,23,292,5,600,303,29,45,218
29,NEAMŢ,"SCOALA GIMNAZIALA INGARESTI",472,URECHENI,124849,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:27",741,718,0,2,21,398,375,0,2,21,378,18,800,404,47,67,264
29,NEAMŢ,"SCOALA GIMNAZIALA URECHENI",469,URECHENI,124849,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:25",900,876,1,1,22,445,422,0,1,22,431,14,1000,555,121,62,248
29,NEAMŢ,"SCOALA GIMNAZIALA URECHENI",468,URECHENI,124849,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:36",575,562,0,3,10,280,267,0,3,10,269,11,600,320,19,33,217
