precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMINICIANU MARIUS-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VĂRVĂRUC VALERIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMBRAVĂ CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","COTIAŢĂ VLAD-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PĂROSU-JUGARIU DANIEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
7,BOTOŞANI,"CENTRUL CULTURAL CORNI",193,CORNI,36756,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:20:13",1067,1066,1,0,0,516,516,0,0,0,502,14,1202,686,35,350,16,95,6
7,BOTOŞANI,"SCOALA CU CL I-IV BALTA ARSA",194,CORNI,36756,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:39:07",353,348,1,4,0,195,191,0,4,0,173,22,400,205,14,115,11,32,1
7,BOTOŞANI,"SCOALA CU CL I-IV MESTEACAN",195,CORNI,36756,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:06:02",367,365,1,1,0,160,159,0,1,0,150,10,400,240,11,92,17,27,3
7,BOTOŞANI,"SCOALA CU CL I-VIII SARAFINESTI",196,CORNI,36756,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:10",1133,1129,0,4,0,476,472,0,4,0,451,25,1210,734,34,300,19,40,58
7,BOTOŞANI,"SCOALA O. BANCILA",191,CORNI,36756,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:13:44",1284,1283,1,0,0,572,572,0,0,0,545,27,1400,828,41,383,17,102,2
7,BOTOŞANI,"SCOALA O. BANCILA",192,CORNI,36756,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:22:10",878,875,1,2,0,424,422,0,2,0,407,17,1010,586,19,309,8,62,9
