precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢAGA MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PAŢA ELENA-LEONTINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GEANTĂ CONSTANTIN-SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
19,GIURGIU,"CĂMIN CULTURAL VEDEA",244,VEDEA,105909,3,PART,PRCNCT,P,P_SV,"2024-06-11 11:43:53",795,711,0,56,28,688,604,0,56,28,585,103,765,77,414,16,155
19,GIURGIU,"ŞCOALA GIMNAZIALA ”APOSTOL ARSACHE” VEDEA",245,VEDEA,105909,2,PART,PRCNCT,P,P_SV,"2024-06-11 11:45:39",778,695,0,45,38,563,480,0,45,38,543,20,796,233,345,49,149
19,GIURGIU,"ŞCOALA JAPCA",243,VEDEA,105909,2,PART,PRCNCT,P,P_SV,"2024-06-11 11:21:34",670,605,1,32,32,501,437,0,32,32,457,44,696,195,316,13,128
