precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMION PAUL-EDUARD-UNIUNEA SALVAȚI ROMÂNIA-voturi","OCANOVICI SAŞA-PARTIDUL NAȚIONAL LIBERAL-voturi","ORBULESCU ION-PARTIDUL SOCIAL DEMOCRAT-voturi"
11,CARAŞ-SEVERIN,"CASA DE CULTURĂ",202,CIUCHICI,51984,2,PART,PRCNCT,P,P_SV,"2024-06-11 19:21:34",422,389,0,23,10,270,237,0,23,10,258,12,367,97,9,54,195
11,CARAŞ-SEVERIN,"CASA DE CULTURĂ",203,CIUCHICI,51984,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:44:29",87,56,0,26,5,87,56,0,26,5,86,1,103,16,1,10,75
11,CARAŞ-SEVERIN,"CLĂDIRE ADMINISTRATIVĂ PETRILOVA",205,CIUCHICI,51984,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:56",153,113,0,39,1,130,90,0,39,1,128,2,166,36,2,27,99
11,CARAŞ-SEVERIN,"ȘCOALA NICOLINȚ (CORP CLĂDIRE B), NIVEL PRIMAR",204,CIUCHICI,51984,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:16",303,281,2,15,5,175,155,0,15,5,163,12,311,136,15,64,84
