precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PURICE EUGEN-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢABĂRĂ VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","MARIN CONSTANTIN-EMILIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
39,VASLUI,"CENTRUL DE ZI TOMȘA",341,HOCENI,164197,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:25:02",100,92,0,4,4,68,60,0,4,4,68,0,100,32,9,57,2
39,VASLUI,"GRĂDINIŢA CU PROGRAM NORMAL BARBOŞI",337,HOCENI,164197,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:14",521,497,0,4,20,280,256,0,4,20,271,9,576,296,141,121,9
39,VASLUI,"ȘCOALA GIMNAZIALĂ NR. 1 HOCENI",336,HOCENI,164197,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:33:47",408,384,0,7,17,253,229,0,7,17,250,3,444,191,35,202,13
39,VASLUI,"ŞCOALA PRIMARĂ DELENI",338,HOCENI,164197,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:12",334,317,0,4,13,212,195,0,4,13,206,6,368,156,12,122,72
39,VASLUI,"ŞCOALA PRIMARĂ ING. IOAN CIOMAGA",339,HOCENI,164197,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:16:54",384,365,0,2,17,272,253,0,2,17,265,7,400,128,29,217,19
39,VASLUI,"ŞCOALA PRIMARĂ ”MIHAI CIOFU” ȘIȘCANI",340,HOCENI,164197,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:15:30",228,198,0,4,26,147,117,0,4,26,142,5,248,101,5,136,1
