precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","BĂDICA ILIE-voturi"
30,OLT,"CAMINUL CULTURAL",349,"VALEA MARE",129656,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:53:49",694,668,0,23,3,389,363,0,23,3,354,35,745,356,184,11,68,87,4
30,OLT,GRADINITA,351,"VALEA MARE",129656,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:26",509,489,0,16,4,328,308,0,16,4,317,11,545,217,153,9,67,70,18
30,OLT,"GRADINITA VALEA MARE",348,"VALEA MARE",129656,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:09:01",1288,1242,0,29,17,840,794,0,29,17,810,30,1374,534,347,29,170,254,10
30,OLT,"SCOALA GIMNAZIALA",350,"VALEA MARE",129656,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:55:45",575,558,0,9,8,366,349,0,9,8,355,11,625,259,229,8,83,32,3
