precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LIVEZILE",162,LIVEZILE,33541,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:42:18",1230,1206,3,17,4,629,607,1,17,4,609,20,1338,709,485,43,81
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ DOROLEA",165,LIVEZILE,33541,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:17",579,559,5,12,3,321,306,0,12,3,303,18,620,299,262,19,22
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ LIVEZILE",163,LIVEZILE,33541,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:30",1263,1247,1,10,5,687,672,0,10,5,675,12,1400,713,517,54,104
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ CUŞMA",164,LIVEZILE,33541,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:17",541,525,0,15,1,330,314,0,15,1,318,12,580,250,300,10,8
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DUMBRAVA",166,LIVEZILE,33541,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:25",375,369,0,6,0,206,200,0,6,0,204,2,400,194,173,18,13
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ VALEA POENII",167,LIVEZILE,33541,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:02:51",130,125,0,5,0,92,87,0,5,0,90,2,140,48,81,1,8
