precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CUŞAI DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞTEFAN CĂTĂLIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","FLIUNDRA IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","SAMSON MIHAI-LIVIU-PARTIDUL ECOLOGIST ROMÂN-voturi","NEAGOE MIHAI-PARTIDUL VERDE-voturi"
8,BRAŞOV,"PRIMĂRIA GHIMBAV",249,"ORAŞ GHIMBAV",40214,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:55:56",1478,1468,3,7,0,729,721,1,7,0,701,28,1608,879,150,66,267,131,87
8,BRAŞOV,"SALA DE SPORT",252,"ORAŞ GHIMBAV",40214,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:04:02",2041,2021,0,19,1,1162,1142,0,19,1,1144,18,2200,1038,92,189,659,131,73
8,BRAŞOV,"ŞCOALA GENERALĂ GHIMBAV CLASELE I-IV",251,"ORAŞ GHIMBAV",40214,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:01",1541,1528,4,8,1,742,733,0,8,1,723,19,1700,958,113,76,330,124,80
8,BRAŞOV,"ŞCOALA GENERALĂ GHIMBAV CLASELE V-VIII",250,"ORAŞ GHIMBAV",40214,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:34:18",1817,1786,17,11,3,906,889,3,11,3,880,26,2000,1094,117,122,340,128,173
