precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
1,ALBA,"CĂMINUL CULTURAL ALBAC",184,ALBAC,2130,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:18:52",736,656,1,38,41,626,546,1,38,41,617,9,795,169,180,123,26,288
1,ALBA,"ŞCOALA PRIMARĂ CIONEŞTI",185,ALBAC,2130,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:55:02",516,470,0,26,20,437,391,0,26,20,420,17,550,113,196,57,9,158
1,ALBA,"ŞCOALA PRIMARĂ COSTEŞTI",186,ALBAC,2130,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:18:11",84,75,0,8,1,66,57,0,8,1,64,2,80,14,18,13,8,25
1,ALBA,"ŞCOALA PRIMARĂ POTIONCI",187,ALBAC,2130,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:17:39",59,50,0,7,2,49,40,0,7,2,46,3,55,6,14,7,2,23
1,ALBA,"ŞCOALA PRIMARĂ ROGOZ",188,ALBAC,2130,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:01",240,226,0,5,9,184,170,0,5,9,177,7,270,86,35,26,8,108
