precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANDREI LUCIAN-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","TINCU VALI-PARTIDUL SOCIAL DEMOCRAT-voturi","NAE VICTOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
16,DÂMBOVIŢA,"CĂMIN CULTURAL",333,PETREŞTI,65752,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:07:58",575,562,0,5,8,394,381,0,5,8,381,13,620,226,334,37,10
16,DÂMBOVIŢA,"CĂMIN CULTURAL PETREȘTI",329,PETREŞTI,65752,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:30:03",1126,1124,0,1,1,658,656,0,1,1,642,16,1245,587,477,96,69
16,DÂMBOVIŢA,"GRADINITA IONESTI",331,PETREŞTI,65752,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:52:25",1452,1435,0,3,14,966,949,0,3,14,929,37,1590,624,793,86,50
16,DÂMBOVIŢA,"GRADINITA POTLOGENI DEAL",332,PETREŞTI,65752,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:19",167,157,0,10,0,125,115,0,10,0,121,4,170,45,107,11,3
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GRECI",330,PETREŞTI,65752,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:35:18",1206,1188,1,4,13,771,754,0,4,13,746,25,1330,559,589,90,67
