precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BĂLOI CONSTANTIN-voturi","GUSTEA TITU-voturi","GUSTEA DANIEL-COSMIN-voturi"
27,MEHEDINŢI,"CENTRUL DE ZI TÂMNA",275,TÂMNA,113732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:54:01",539,470,0,56,13,398,329,0,56,13,381,17,533,135,130,12,174,10,1,8,10,3,33
27,MEHEDINŢI,"PRIMĂRIA TÎMNA",274,TÂMNA,113732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:57",1035,991,0,34,10,401,357,0,34,10,383,18,1136,735,167,9,150,9,1,39,3,3,2
27,MEHEDINŢI,"ŞCOALA CREMENEA",276,TÂMNA,113732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:16:42",154,136,0,18,0,98,80,0,18,0,93,5,149,51,48,5,31,3,0,1,1,0,4
27,MEHEDINŢI,"SCOALA CU CLASELE I-VIII",277,TÂMNA,113732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:57:47",277,242,0,26,9,209,174,0,26,9,195,14,265,56,39,3,138,0,1,1,1,7,5
27,MEHEDINŢI,"ŞCOALA GENERALĂ PLOPI",278,TÂMNA,113732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:04",523,489,0,28,6,316,282,0,28,6,276,40,541,225,65,26,119,11,26,3,3,23,0
