precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
5,BIHOR,"FOSTA ȘCOALĂ PRIMARĂ CU CLASELE I-IV",589,ŞIMIAN,31333,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:32:14",149,138,0,8,3,113,102,0,8,3,106,7,158,45,2,104
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR,3",587,ŞIMIAN,31333,6,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:53:37",255,244,1,4,6,134,124,0,4,6,127,7,278,144,13,114
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”KAZINCZY FERENC” ȘIMIAN",588,ŞIMIAN,31333,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:11:29",1574,1516,2,4,52,1017,960,1,4,52,986,31,1736,719,36,950
5,BIHOR,"ȘCOALA PRIMARĂ CU NR,1",590,ŞIMIAN,31333,6,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:28:03",757,735,0,4,18,396,374,0,4,18,369,27,828,432,38,331
5,BIHOR,"ȘCOALA PRIMARĂ NR,2",591,ŞIMIAN,31333,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:41:18",310,302,1,5,2,139,131,1,5,2,126,13,338,198,50,76
