precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SĂRDĂRESCU NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","UDREA ION-ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","BUŞE DUMITRU-GERY-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GÎNJU MIRCEA-EMIL-PARTIDUL NAȚIONAL LIBERAL-voturi","COZOŞ MIRCEA-RADU-PARTIDUL OAMENILOR LIBERI-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL RÂMEȘTI",150,"ORAŞ HOREZU",168041,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:52",360,349,0,10,1,211,200,0,10,1,206,5,405,194,161,21,12,11,1
40,VÂLCEA,"CĂMINUL CULTURAL ROMANII DE SUS",152,"ORAŞ HOREZU",168041,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:54",265,255,0,6,4,166,156,0,6,4,154,12,280,114,116,18,10,9,1
40,VÂLCEA,"CĂMINUL CULTURAL TĂNĂSEȘTI",154,"ORAŞ HOREZU",168041,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:14",136,125,0,10,1,88,77,0,10,1,84,4,142,54,54,6,4,19,1
40,VÂLCEA,"CĂMINUL CULTURAL URȘANI",155,"ORAŞ HOREZU",168041,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:35",384,368,1,14,1,256,240,1,14,1,247,9,408,152,178,34,7,28,0
40,VÂLCEA,"CASA DE CULTURĂ CONSTANTIN BRÂNCOVEANU",149,"ORAŞ HOREZU",168041,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:43:27",1061,1052,1,8,0,633,625,0,8,0,608,23,1160,529,345,83,26,146,8
40,VÂLCEA,"CLUBUL COPIILOR HOREZU",148,"ORAŞ HOREZU",168041,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:04",1017,1001,4,12,0,581,568,1,12,0,560,21,1128,547,345,55,31,119,10
40,VÂLCEA,"LICEUL CONSTANTIN BRÂNCOVEANU",147,"ORAŞ HOREZU",168041,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:53:19",1186,1167,3,14,2,660,642,2,14,2,626,29,1280,625,336,101,25,152,12
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I - VIII ROMANII DE JOS",151,"ORAŞ HOREZU",168041,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:29:51",655,643,0,6,6,391,379,0,6,6,378,13,720,329,257,45,21,53,2
40,VÂLCEA,"ȘCOALA GENERALĂ ROMANII DE SUS - SĂLIȘTEA",153,"ORAŞ HOREZU",168041,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:35:19",629,620,1,7,1,290,282,0,7,1,239,51,680,390,194,13,23,9,0
