precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
35,SUCEAVA,"CĂMIN CULTURAL LUCĂCEȘTI",293,DRĂGOIEŞTI,148328,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:27:55",227,219,0,8,0,155,147,0,8,0,142,13,300,145,21,36,45,37,3
35,SUCEAVA,"PRIMARIA COMUNEI DRĂGOIEŞTI",291,DRĂGOIEŞTI,148328,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:05:35",289,274,0,11,4,289,274,0,11,4,273,16,500,211,57,55,84,61,16
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ DRĂGOIEȘTI",292,DRĂGOIEŞTI,148328,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:13:06",1463,1360,0,67,36,818,715,0,67,36,797,21,1441,623,49,211,435,88,14
