precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CASA DE CULTURĂ „MIRON POMPILIU” ŞTEI",201,"ORAŞ ŞTEI",26840,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:20:51",1125,1075,0,45,5,634,584,0,45,5,613,21,1312,678,31,190,50,342
5,BIHOR,"COLEGIUL TEHNIC„UNIREA” ŞTEI",203,"ORAŞ ŞTEI",26840,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:28",938,909,0,29,0,524,495,0,29,0,507,17,1117,593,44,105,51,307
5,BIHOR,"COLEGIUL TEHNIC „UNIREA” ŞTEI - ŞCOALA DE ŞOFERI",204,"ORAŞ ŞTEI",26840,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:33",1263,1219,0,38,6,634,590,0,38,6,624,10,1356,722,61,134,43,386
5,BIHOR,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII „MIRON POMPILIU” ŞTEI",205,"ORAŞ ŞTEI",26840,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:49:16",1233,1184,3,33,13,727,681,0,33,13,719,8,1313,554,34,176,71,438
5,BIHOR,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII „MIRON POMPILIU” ŞTEI - ŞCOALA MICĂ",202,"ORAŞ ŞTEI",26840,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:53",846,818,3,21,4,487,462,0,21,4,473,14,985,498,32,143,45,253
