precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARINESCU LILIANA-PARTIDUL NAȚIONAL LIBERAL-voturi","MARŞAVELA MUGUREL-LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","GHERASIM SORINA-PARTIDUL MIȘCAREA POPULARĂ-voturi","STĂNILĂ TUDOR-PARTIDUL S.O.S. ROMÂNIA-voturi"
38,TULCEA,"ŞCOALA CU CLASELE I-IV BAIA",76,BAIA,159785,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:52:53",862,815,0,24,23,607,560,0,24,23,592,15,893,286,294,265,26,7
38,TULCEA,"ŞCOALA CU CLASELE I-IV CAUGAGIA",78,BAIA,159785,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:05",187,177,0,7,3,142,133,0,7,2,137,5,196,54,79,53,4,1
38,TULCEA,"ŞCOALA GIMNAZIALĂ BAIA",75,BAIA,159785,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:06:52",1635,1527,1,72,35,1064,963,0,72,29,1046,18,1681,617,446,557,24,19
38,TULCEA,"ŞCOALA GIMNAZIALĂ CEAMURLIA DE SUS",79,BAIA,159785,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:41",547,502,0,25,20,372,327,0,25,20,358,14,575,203,217,134,5,2
38,TULCEA,"ŞCOALA PRIMARĂ CAMENA",77,BAIA,159785,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:43",302,277,1,21,3,226,201,1,21,3,222,4,306,80,114,107,1,0
38,TULCEA,"ŞCOALA PRIMARĂ PANDURU",80,BAIA,159785,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:29",340,323,0,11,6,207,190,0,11,6,203,4,355,148,115,75,11,2
