precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi"
5,BIHOR,"CĂMIN CULTURAL",643,ŢEŢCHEA,31878,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:15:08",702,669,2,17,14,499,468,0,17,14,468,29,735,238,61,22,37,2,346,0
5,BIHOR,"CĂMIN CULTURAL",642,ŢEŢCHEA,31878,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:48",719,684,0,17,18,451,416,0,17,18,415,36,751,300,67,27,27,26,266,2
5,BIHOR,"CĂMIN CULTURAL",645,ŢEŢCHEA,31878,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:36:01",693,671,0,11,11,451,429,0,11,11,395,56,734,283,24,160,57,83,69,2
5,BIHOR,"CĂMIN CULTURAL",644,ŢEŢCHEA,31878,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:28",465,453,1,8,3,270,259,0,8,3,254,16,494,224,77,10,12,1,146,8
