precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CRISTEŞTII CICEULUI",303,URIU,35269,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:35",1011,979,1,14,17,581,550,0,14,17,564,17,1090,509,5,207,296,15,41
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HĂŞMAŞU CICEULUI",304,URIU,35269,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:20",181,173,0,8,0,117,109,0,8,0,112,5,190,73,2,30,60,7,13
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ILIŞUA",305,URIU,35269,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:36:58",626,599,0,12,15,386,359,0,12,15,378,8,657,271,5,123,190,53,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ URIU",302,URIU,35269,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:20:44",1347,1276,1,33,37,896,826,0,33,37,873,23,1402,506,167,152,506,22,26
