precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PUIU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","DANILIUC COSTICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOTEZATU IULIU-PARTIDUL NAȚIONAL LIBERAL-voturi","TĂUTU IONEL-UNIUNEA SALVAȚI ROMÂNIA-voturi"
24,IAŞI,"BIBLIOTECĂ-CĂMIN CULTURAL ȘIPOTE",688,ŞIPOTE,99370,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:37:00",643,643,0,0,0,301,301,0,0,0,288,13,700,399,180,13,92,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL HĂLCENI",690,ŞIPOTE,99370,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:38",921,915,0,6,0,446,440,0,6,0,422,24,1000,554,156,25,233,8
24,IAŞI,"SCOALA GIMNAZIALĂ CHIȘCĂRENI",689,ŞIPOTE,99370,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:18",1196,1193,1,2,0,560,557,1,2,0,534,26,1281,721,393,10,108,23
24,IAŞI,"SCOALA GIMNAZIALA IAZU NOU",691,ŞIPOTE,99370,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:56",793,791,0,2,0,316,314,0,2,0,301,15,900,584,153,52,91,5
24,IAŞI,"ȘCOALA PRIMARĂ IAZU VECHI",692,ŞIPOTE,99370,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:30",263,258,0,5,0,157,152,0,5,0,148,9,300,143,115,7,25,1
