precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BORHA IONUŢ-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MAŞCAŞ GHEORGHE-VALENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BIRTA VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","TAL FLORIN-MIRCEA-FORȚA DREPTEI-voturi"
5,BIHOR,"CAMIN CULTURAL PETRANI",489,POCOLA,30416,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:27",285,268,0,6,11,218,201,0,6,11,216,2,285,67,4,86,113,13
5,BIHOR,"CAMIN CULTURAL SINMARTIN DE BEIUȘ",490,POCOLA,30416,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:07:08",186,173,2,5,6,155,144,0,5,6,151,4,196,41,5,81,58,7
5,BIHOR,"CAMINUL CULTURAL FENERIȘ",488,POCOLA,30416,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:08",291,264,1,14,12,233,207,0,14,12,229,4,300,67,0,127,68,34
5,BIHOR,"CAMINUL CULTURAL POCOLA",487,POCOLA,30416,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:15:02",444,405,0,21,18,360,321,0,21,18,353,7,471,111,4,74,264,11
