precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
41,VRANCEA,"CᾸMIN CULTURAL SLOBOZIA BOTEṢTI",206,MĂICĂNEŞTI,176613,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:09:13",213,191,1,14,7,124,103,0,14,7,119,5,222,98,108,3,2,6
41,VRANCEA,"GRADINITA CU PROGRAM NORMAL STUPINA",208,MĂICĂNEŞTI,176613,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 17:33:09",270,253,0,11,6,201,184,0,11,6,191,10,285,84,165,4,4,18
41,VRANCEA,"SCOALA GENERALA SATU-NOU",207,MĂICĂNEŞTI,176613,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:28",205,185,0,13,7,117,97,0,13,7,111,6,215,98,77,11,9,14
41,VRANCEA,"SCOALA GENERALA TATARU",209,MĂICĂNEŞTI,176613,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:05",646,599,0,22,25,415,368,0,22,25,396,19,694,279,320,25,21,30
41,VRANCEA,"SCOALA GIMNAZIALA MAICANESTI",204,MĂICĂNEŞTI,176613,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 17:09:35",1088,1044,0,8,36,622,578,0,8,36,586,36,1198,576,487,13,49,37
41,VRANCEA,"SCOALA GIMNAZIALA RIMNICENI",205,MĂICĂNEŞTI,176613,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:54:38",1144,1062,1,31,50,741,660,0,31,50,711,30,1239,498,644,10,18,39
