precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
20,GORJ,"ŞCOALA GENERALĂ POIANA",319,TURBUREA,82555,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:31:03",1209,1168,0,20,21,753,712,0,20,21,736,17,1300,547,487,29,59,160,1
20,GORJ,"ŞCOALA GENERALĂ TURBUREA",317,TURBUREA,82555,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 17:11:33",776,759,0,7,10,463,446,0,7,10,449,14,800,337,278,24,69,73,5
20,GORJ,"ŞCOALA PRIMARĂ COCOROVA",318,TURBUREA,82555,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 17:25:05",366,356,0,3,7,192,182,0,3,7,187,5,400,208,118,15,23,31,0
20,GORJ,"ŞCOALA PRIMARĂ TURBUREA",316,TURBUREA,82555,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:37",424,403,0,8,13,284,263,0,8,13,266,18,500,216,163,18,37,47,1
20,GORJ,"SPAȚIUL PUBLIC ȘIPOTU",320,TURBUREA,82555,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 17:40:02",682,650,0,13,19,456,424,0,13,19,440,16,769,313,292,29,36,82,1
