precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",544,SÂNGERU,135244,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:38:59",1299,1299,0,0,0,393,393,0,0,0,359,34,1424,1031,247,62,44,6
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",545,SÂNGERU,135244,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:44:29",680,671,0,6,3,330,321,0,6,3,308,12,736,416,245,24,33,6
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",548,SÂNGERU,135244,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:41:09",525,524,1,0,0,258,258,0,0,0,253,5,524,266,180,47,22,4
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL",546,SÂNGERU,135244,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:40:17",237,224,0,7,6,237,224,0,7,6,222,15,467,230,171,26,23,2
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-CLADIRE ANEXA",547,SÂNGERU,135244,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:20:34",1107,1100,0,7,0,603,596,0,7,0,585,18,1208,605,451,45,79,10
