precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRUDAŞCA IOANA-MARIA-PARTIDUL SOCIAL DEMOCRAT-voturi","RANGA SORIN-RADU-PARTIDUL NAȚIONAL LIBERAL-voturi","MARCU ANCA-VERONICA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TĂTAR IOSIF-LEVENTE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BUCUR TEODOR-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi"
13,CLUJ,"BIROUL PRIMĂRIEI CARA",424,COJOCNA,57350,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:27",701,680,0,21,0,392,371,0,21,0,378,14,749,357,186,22,145,4,21
13,CLUJ,"CĂMINUL CULTURAL IURIU DE CÎMPIE",425,COJOCNA,57350,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:42",195,180,0,15,0,117,102,0,15,0,107,10,198,81,57,4,40,1,5
13,CLUJ,"MAGAZIN COOPERATIST BOJU CATUN (FOSTUL)",422,COJOCNA,57350,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:29:54",183,170,0,9,4,113,100,0,9,4,108,5,196,83,18,13,71,0,6
13,CLUJ,"ŞCOALA BOJU",423,COJOCNA,57350,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:04",372,311,1,45,15,296,236,0,45,15,282,14,361,65,38,14,228,1,1
13,CLUJ,"ȘCOALA GIMNAZIALĂ COJOCNA SALA NR.4",420,COJOCNA,57350,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:39:35",1070,1044,1,7,18,686,660,1,7,18,646,40,1108,422,196,67,310,41,32
13,CLUJ,"ȘCOALA GIMNAZIALĂ COJOCNA SALA NR.7",421,COJOCNA,57350,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:18:39",868,847,0,13,8,586,565,0,13,8,562,24,948,362,179,60,274,29,20
