precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UNIUNEA GETO-DACILOR-voturi"
3,ARGEŞ,"CĂMINUL CULTURAL PODU DÎMBOVIŢEI",332,DÂMBOVICIOARA,16329,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:28:19",512,467,0,33,12,430,385,0,33,12,411,17,486,58,17,34,106,56,9,50,39,52,48
3,ARGEŞ,"CLĂDIRE MULTIFUNCȚIONALĂ DÎMBOVICIOARA",330,DÂMBOVICIOARA,16329,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:46",265,230,0,34,1,232,197,0,34,1,228,4,245,13,50,11,48,11,23,30,2,2,51
3,ARGEŞ,"ŞCOALA CIOCANU",331,DÂMBOVICIOARA,16329,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:08:32",78,53,0,22,3,69,44,0,22,3,66,3,78,9,21,4,14,1,2,9,1,1,13
