precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUDUREAN RADU-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","OLAR NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHISILICIUC IOAN-AREC-PARTIDUL SOCIAL DEMOCRAT-voturi","CERNOVSCHI MARIA-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL BAINEŢ",407,MUŞENIŢA,149584,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:45:38",232,219,0,6,7,116,103,0,6,7,114,2,300,184,78,1,7,28
35,SUCEAVA,"CĂMINUL CULTURAL CLIMĂUŢI",408,MUŞENIŢA,149584,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:16:21",269,246,0,7,16,132,109,0,7,16,127,5,300,168,80,6,13,28
35,SUCEAVA,"CĂMINUL CULTURAL VĂŞCĂUŢI",410,MUŞENIŢA,149584,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:38:23",505,482,1,8,14,280,258,0,8,14,275,5,536,256,214,25,6,30
35,SUCEAVA,"CLĂDIREA ”DOM POLSKI” VICŞANI",411,MUŞENIŢA,149584,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:23:06",182,170,1,5,6,116,104,1,5,6,115,1,200,84,90,6,10,9
35,SUCEAVA,"ŞCOALA CU CL.I-IV MUŞENIŢA",409,MUŞENIŢA,149584,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:34",297,275,0,11,11,175,153,0,11,11,165,10,300,125,136,8,7,14
