precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
20,GORJ,"ŞCOALA GIMNAZIALĂ ANINOASA",128,ANINOASA,78604,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:23:42",1191,1107,1,65,18,804,721,0,65,18,788,16,1200,396,153,25,400,76,30,46,58
20,GORJ,"ŞCOALA GIMNAZIALĂ GROȘEREA",130,ANINOASA,78604,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:53",518,477,0,33,8,382,341,0,33,8,356,26,500,118,100,20,97,85,24,8,22
20,GORJ,"ŞCOALA PRIMARĂ COSTEȘTI",129,ANINOASA,78604,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:57:36",815,774,0,30,11,572,531,0,30,11,559,13,900,328,204,96,176,33,3,9,38
20,GORJ,"ŞCOALA PRIMARĂ NR.2 STERPOAIA",131,ANINOASA,78604,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:04:17",709,653,0,41,15,510,454,0,41,15,496,14,754,244,275,49,131,11,5,9,16
