precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SAT BADENI, SEDIU SCOALA BADENI",658,SCOBINŢI,98998,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:53",1027,1024,0,3,0,491,488,0,3,0,453,38,1100,609,314,77,32,10,20
24,IAŞI,"SAT FETESTI, SEDIU SCOALA COORD.",659,SCOBINŢI,98998,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:42:54",1092,1091,0,0,1,468,467,0,0,1,448,20,1200,732,268,42,87,14,37
24,IAŞI,"SAT SCOBINTI, SEDIU SCOALA VECHE SCOBINTI",656,SCOBINŢI,98998,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:34",1334,1328,1,5,0,556,551,0,5,0,535,21,1400,844,319,64,109,27,16
24,IAŞI,"SAT SCOBINTI, SEDIU SCOALA ZVARICI- SCOBINTI",657,SCOBINŢI,98998,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:33:07",259,247,0,12,0,129,117,0,12,0,122,7,300,171,84,20,11,3,4
24,IAŞI,"SAT STICLARIA, SEDIU SCOALA REDIU",661,SCOBINŢI,98998,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:08:07",285,285,0,0,0,112,112,0,0,0,104,8,300,188,62,18,21,0,3
24,IAŞI,"SAT STICLARIA, SEDIU SCOALA STICLARIA",660,SCOBINŢI,98998,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:15",1277,1268,0,9,0,600,591,0,9,0,553,47,1400,800,368,89,81,8,7
24,IAŞI,"SAT .ZAGAVIA ,CU SEDIUL LA SCOALA ZAGAVIA",662,SCOBINŢI,98998,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:59",949,940,0,9,0,437,428,0,9,0,405,32,1035,598,293,48,42,12,10
