precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TĂNASE DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPESCU GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","TOADER VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi"
10,BUZĂU,"GRĂDINIŢA CAŞOTA",246,GLODEANU-SILIŞTEA,46910,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:21",265,259,0,5,1,160,154,0,5,1,157,3,290,130,28,121,8
10,BUZĂU,"ŞCOALA CÎRLIGU MARE",247,GLODEANU-SILIŞTEA,46910,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:31",307,297,0,8,2,198,188,0,8,2,195,3,315,117,21,163,11
10,BUZĂU,"ȘCOALA GIMNAZIALĂ GLODEANU-SILIȘTEA",245,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:31:28",1035,972,0,63,0,738,675,0,63,0,708,30,1030,292,41,616,51
10,BUZĂU,"ŞCOALA GIMNAZIALĂ VĂCĂREASCA",249,GLODEANU-SILIŞTEA,46910,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:39",355,339,0,14,2,204,188,0,14,2,196,8,370,166,47,146,3
10,BUZĂU,"ȘCOALA PRIMARĂ COTORCA",248,GLODEANU-SILIŞTEA,46910,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:47",752,738,0,7,7,469,455,0,7,7,457,12,850,381,24,406,27
