precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NIŢĂ COSMIN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MANEA VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","STANCIU FLORIN-VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"CAMIN CULTURAL SAUCESTI",567,SĂUCEŞTI,25228,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:55",1170,1164,2,1,3,588,584,0,1,3,554,34,1200,612,87,418,49
4,BACĂU,"CENTRU TIP AFTER SCHOOL SĂUCEȘTI",568,SĂUCEŞTI,25228,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:09:05",994,988,3,0,3,507,502,2,0,3,489,18,1100,593,74,375,40
4,BACĂU,"ŞCOALA SATUL BOGDAN VODĂ",569,SĂUCEŞTI,25228,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:07:47",691,685,0,5,1,395,389,0,5,1,377,18,700,305,44,282,51
4,BACĂU,"ŞCOALA SATUL SCHINENI",570,SĂUCEŞTI,25228,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:34",721,716,3,2,0,325,322,1,2,0,320,5,800,475,34,249,37
4,BACĂU,"ŞCOALA SATUL ŞERBEŞTI",572,SĂUCEŞTI,25228,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:44:44",511,509,0,2,0,267,265,0,2,0,258,9,600,333,34,207,17
4,BACĂU,"ŞCOALA SATUL SIRETU",571,SĂUCEŞTI,25228,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:46",636,628,0,4,4,296,288,0,4,4,287,9,704,408,43,221,23
