precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",429,"VALEA CHIOARULUI",109354,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:44:40",539,484,1,38,16,403,348,1,38,16,391,12,550,147,178,12,182,14,5
26,MARAMUREŞ,"CĂMINUL CULTURAL",434,"VALEA CHIOARULUI",109354,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:09:31",205,145,1,48,11,205,145,1,48,11,196,9,220,10,84,49,62,1,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",430,"VALEA CHIOARULUI",109354,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:15",268,206,0,52,10,224,162,0,52,10,214,10,245,21,53,5,113,42,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",431,"VALEA CHIOARULUI",109354,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:38",82,51,0,28,3,65,34,0,28,3,62,3,77,12,53,1,8,0,0
26,MARAMUREŞ,"ȘCOALA GENERALĂ",433,"VALEA CHIOARULUI",109354,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:10:28",310,270,0,34,6,242,202,0,34,6,236,6,314,72,83,6,143,0,4
26,MARAMUREŞ,"ȘCOALA GENERALĂ",432,"VALEA CHIOARULUI",109354,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:57",416,348,0,58,10,325,257,0,58,10,317,8,394,69,270,17,30,0,0
