precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANDREI ION-PARTIDUL SOCIAL DEMOCRAT-voturi","BORCHIN DORU-VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NĂSTASE DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","POPA IULIAN-RAMON-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"CĂMINUL DE NUNTI SMEENI",363,SMEENI,49545,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:36",1125,1121,0,4,0,582,578,0,4,0,553,29,1200,618,457,17,36,43
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL MOISICA",368,SMEENI,49545,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:46",284,279,0,4,1,148,143,0,4,1,139,9,300,152,119,3,12,5
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL SMEENI",364,SMEENI,49545,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:09:38",1102,1095,1,5,1,575,569,0,5,1,561,14,1200,625,441,13,54,53
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL UDAŢI- MÂNZU",370,SMEENI,49545,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:17",703,700,0,2,1,353,350,0,2,1,342,11,787,434,307,9,14,12
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ALBEŞTI",366,SMEENI,49545,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:57",689,683,0,6,0,348,342,0,6,0,339,9,700,352,263,32,38,6
10,BUZĂU,"ȘCOALA PRIMARĂ SĂLCIOARA",365,SMEENI,49545,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:36:52",552,547,0,3,2,264,259,0,3,2,260,4,600,336,193,11,26,30
10,BUZĂU,"ŞCOALA PRMARĂ CĂLŢUNA",367,SMEENI,49545,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:39:13",417,410,0,7,0,242,235,0,7,0,232,10,500,258,206,9,13,4
10,BUZĂU,"ŞCOALA PRMARĂ LUCIENI",369,SMEENI,49545,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:26:38",321,318,0,3,0,146,143,0,3,0,139,7,400,254,110,2,12,15
