precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","ALBU CĂTĂLIN-ADRIAN-voturi"
40,VÂLCEA,"CAMINUL CULTURAL DIANU",388,STROEŞTI,173533,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:52",396,378,0,7,11,252,234,0,7,11,232,20,430,178,100,40,45,39,8
40,VÂLCEA,"CĂMINUL CULTURAL POJOGI - CERNA",390,STROEŞTI,173533,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:58",207,194,0,10,3,140,127,0,10,3,136,4,220,80,90,10,15,16,5
40,VÂLCEA,"CENTRUL SOCIAL OBROCEŞTI",389,STROEŞTI,173533,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:43:59",259,246,0,9,4,170,157,0,9,4,157,13,280,110,64,29,21,36,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CĂPITAN MĂRĂŞANU STROEŞTI",386,STROEŞTI,173533,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:32:43",774,716,0,43,15,537,479,0,43,15,494,38,800,263,156,86,121,108,23
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CIREŞU",387,STROEŞTI,173533,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:19:06",582,529,0,33,20,438,385,0,33,20,420,18,650,212,266,49,48,48,9
