precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GURAN ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PERŞOIU ALEXANDRU-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","CODREANU NICOLAIE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR.1 CORP A2",395,"POIANA MĂRULUI",41621,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:32",1270,1237,3,16,14,931,900,1,16,14,898,33,1345,414,170,704,24
8,BRAŞOV,"ȘCOALĂ GIMNAZIALĂ NR.1 CORP B",396,"POIANA MĂRULUI",41621,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:57",987,971,0,9,7,630,614,0,9,7,594,36,1100,470,90,467,37
8,BRAŞOV,"ȘCOALĂ GIMNAZIALĂ NR. 2 ÎNTRE-VAI",397,"POIANA MĂRULUI",41621,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:27:44",378,366,0,8,4,231,219,0,8,4,224,7,400,162,33,187,4
