precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL VERDE-voturi"
7,BOTOŞANI,"CAMIN CULTURAL VANATORI",261,GORBĂNEŞTI,37459,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:23",577,532,1,35,9,362,317,1,35,9,361,1,588,223,15,7,337,2
7,BOTOŞANI,"ŞCOALA GENERALA BATRANESTI",257,GORBĂNEŞTI,37459,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:37:33",194,192,0,0,2,108,106,0,0,2,103,5,230,122,8,13,77,5
7,BOTOŞANI,"ŞCOALA GENERALĂ GEORGE COSBUC",258,GORBĂNEŞTI,37459,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:13:35",197,190,0,6,1,105,98,0,6,1,101,4,220,115,11,7,78,5
7,BOTOŞANI,"SCOALA GENERALA SILISCANI",259,GORBĂNEŞTI,37459,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:15",284,264,0,18,2,166,146,0,18,2,154,11,300,135,5,8,134,7
7,BOTOŞANI,"SCOALA GENERALA SOCRUJENI",260,GORBĂNEŞTI,37459,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:58:39",607,594,0,8,5,316,303,0,8,5,311,5,648,332,19,70,214,8
7,BOTOŞANI,"SCOALA GORBANESTI",256,GORBĂNEŞTI,37459,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:31:47",746,735,0,7,4,439,428,0,7,4,418,21,800,361,66,22,300,30
