precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TALABĂ NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","PETRACHE GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MANEA ANDREI-PARTIDUL SOCIAL DEMOCRAT-voturi","STOICA NECULAI-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
4,BACĂU,"CĂMINUL CULTURAL SATUL CORNĂŢEL",624,URECHEŞTI,26029,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:53",705,703,0,2,0,374,372,0,2,0,352,22,700,326,66,8,88,190
4,BACĂU,"GRĂDINIŢA SATUL SLOBOZIA",627,URECHEŞTI,26029,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:05:39",431,426,0,5,0,238,233,0,5,0,225,8,500,267,64,8,42,111
4,BACĂU,"SALA DE CEREMONII",623,URECHEŞTI,26029,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:09:53",1332,1326,0,6,0,723,717,0,6,0,679,44,1400,677,270,14,223,172
4,BACĂU,"ŞCOALA GENERALA CU CASELE I-IV SATUL LUNCA DOCHIEI",625,URECHEŞTI,26029,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:54:12",247,240,0,7,0,140,133,0,7,0,125,8,300,167,39,12,25,49
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-IV SATUL SATU NOU",626,URECHEŞTI,26029,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:24:28",241,236,0,4,1,144,139,0,4,1,134,10,300,156,33,2,50,49
