precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BIDICĂ EMILIA-PARTIDUL SOCIAL DEMOCRAT-voturi","VLAŞIN DORIN-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","IONAŞC DOREL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DOLHA GRIGORE-voturi"
6,BISTRIŢA-NĂSĂUD,"AUTOGARA CĂLĂTORI",74,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:30",1677,1658,0,17,2,752,733,0,17,2,739,13,1850,1098,189,504,19,27
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LIVIU REBREANU",76,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:00",569,560,0,5,4,347,338,0,5,4,337,8,599,254,75,254,1,7
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LUŞCA",77,"ORAŞ NĂSĂUD",32544,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:55:53",550,543,1,6,0,293,287,0,6,0,283,10,600,307,46,223,5,9
6,BISTRIŢA-NĂSĂUD,"CASA DE CULTURĂ ”LIVIU REBREANU”",70,"ORAŞ NĂSĂUD",32544,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:09:35",1370,1359,0,10,1,721,710,0,10,1,705,16,1550,829,159,502,18,26
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ECONOMIC NĂSĂUD",72,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:51",1097,1085,4,8,0,517,508,1,8,0,506,11,1200,683,108,384,3,11
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC SILVIC ”TRANSILVANIA” NĂSĂUD",73,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:12:59",1285,1277,0,5,3,569,561,0,5,3,567,2,1400,831,141,394,13,19
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",71,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:05",1517,1493,6,11,7,759,741,0,11,7,744,15,1650,891,186,520,17,21
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ” VALEA SPINULUI”",75,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:14",1032,1025,2,5,0,534,529,0,5,0,493,36,1100,571,81,393,10,9
