precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FRON GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","VERDEŞ LUCIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","POPOVICI VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LĂZĂROI IOAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
35,SUCEAVA,"SCOALA GIMNAZIALA BAISESTI",263,"CORNU LUNCII",147786,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:46",1189,1182,1,1,5,651,645,0,1,5,633,18,1253,602,364,217,39,13
35,SUCEAVA,"SCOALA GIMNAZIALA BRAIESTI",264,"CORNU LUNCII",147786,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:08:54",961,949,0,2,10,505,493,0,2,10,491,12,1100,595,373,57,41,20
35,SUCEAVA,"SCOALA GIMNAZIALA CORNU LUNCII",262,"CORNU LUNCII",147786,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:35",1042,1026,3,3,10,547,534,0,3,10,523,24,1200,653,247,231,23,22
35,SUCEAVA,"SCOALA PAISENI",266,"CORNU LUNCII",147786,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:05:14",649,640,0,3,6,334,325,0,3,6,320,8,700,372,263,43,10,4
35,SUCEAVA,"SCOALA PRIMARA DUMBRAVA",265,"CORNU LUNCII",147786,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:54",474,461,0,9,4,256,243,0,9,4,238,18,500,244,181,34,11,12
35,SUCEAVA,"SCOALA PRIMARA SASCA MICA",268,"CORNU LUNCII",147786,3,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:15",604,587,0,16,1,287,270,0,16,1,270,17,645,358,172,68,16,14
35,SUCEAVA,"SCOALA SASCA MARE",267,"CORNU LUNCII",147786,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:02",560,548,0,5,7,299,287,0,5,7,282,17,600,301,187,63,19,13
35,SUCEAVA,"SCOALA SASCA NOUA",269,"CORNU LUNCII",147786,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:10:13",179,176,0,3,0,112,109,0,3,0,105,7,200,88,78,16,5,6
35,SUCEAVA,"SCOALA SINCA",270,"CORNU LUNCII",147786,4,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:03",135,125,0,2,8,81,71,0,2,8,76,5,150,69,55,9,11,1
