precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TITE SIMILIAN-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BUTUZA RĂZVAN-ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
13,CLUJ,"CAMIN CULTURAL",574,PANTICEU,58856,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:54:37",59,51,0,8,0,41,33,0,8,0,41,0,56,15,7,34
13,CLUJ,"CLADIRE SCOALA",576,PANTICEU,58856,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:55",186,175,0,11,0,122,111,0,11,0,116,6,195,73,3,113
13,CLUJ,"ŞCOALA CLASELE I-IV",575,PANTICEU,58856,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:39",310,267,0,39,4,195,152,0,39,4,192,3,301,106,8,184
13,CLUJ,"SCOALĂ GENERALĂ IULIU HAȚIEGANU PANTICEU",573,PANTICEU,58856,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:12:54",536,498,1,21,16,346,309,0,21,16,336,10,541,195,32,304
13,CLUJ,"SCOALA PRIMARĂ",577,PANTICEU,58856,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:59",274,266,0,7,1,170,162,0,7,1,165,5,293,123,9,156
