precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LETEA CLAUDIU-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","URSU COSTEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","HUGIANU COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","IVAN CONSTANTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","PÂRLEA DUMITRU-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"BIBLIOTECA MATEI MILLO",671,STOLNICENI-PRĂJESCU,99165,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:40",1213,1202,1,10,0,674,663,1,10,0,649,25,1300,626,132,22,448,7,40
24,IAŞI,"SCOALA CU CLASELE I-IV SALA 1",672,STOLNICENI-PRĂJESCU,99165,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:25",796,778,0,18,0,460,442,0,18,0,440,20,800,340,161,11,263,2,3
24,IAŞI,"SCOALA CU CLASELE I-VIII SALA NR.1",673,STOLNICENI-PRĂJESCU,99165,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:48:24",501,497,0,4,0,294,290,0,4,0,281,13,600,306,50,18,206,4,3
24,IAŞI,"SCOALA GIMNAZIALA COZMESTI",675,STOLNICENI-PRĂJESCU,99165,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:39",755,752,0,3,0,310,307,0,3,0,303,7,800,490,65,26,201,3,8
24,IAŞI,"SCOALA GIMNAZIALA COZMESTI",674,STOLNICENI-PRĂJESCU,99165,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:23",926,920,0,6,0,430,424,0,6,0,412,18,1000,570,85,42,274,5,6
