precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞUTA ILIE-PARTIDUL SOCIAL DEMOCRAT-voturi","PRECUP AUGUSTIN-POMPEI-PARTIDUL NAȚIONAL LIBERAL-voturi","MĂRGINEAN VASILE-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MĂRGINEAN MARIUS-IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DEMIAN PETRU-NICOLAE-PARTIDUL ROMÂNIA MARE-voturi"
28,MUREŞ,"CAMIN CULTURAL",338,CUCI,116439,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:20",139,127,0,7,5,89,77,0,7,5,85,4,145,56,53,16,14,1,1
28,MUREŞ,"CĂMIN CULTURAL",339,CUCI,116439,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:37:21",427,405,0,10,12,243,221,0,10,12,224,19,455,212,78,131,8,4,3
28,MUREŞ,"PRIMĂRIA CUCI",336,CUCI,116439,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:15:45",655,622,1,2,30,430,398,0,2,30,411,18,711,282,227,60,18,75,31
28,MUREŞ,"SCOALA PRIMARĂ",337,CUCI,116439,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:11:30",261,242,0,6,13,150,131,0,6,13,141,9,264,114,72,10,24,33,2
