precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LAZĂR IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MARCU ALEXANDRU-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PAIU IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞTEFAN GHEORGHIŢĂ-UNIUNEA SALVAȚI ROMÂNIA-voturi","ACATINCĂI CEZAR-voturi","TACU BOGDAN-VASILE-voturi"
24,IAŞI,"CĂMIN CULTURAL BERSUC DEAL",522,LESPEZI,97606,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:40",664,652,0,11,1,354,342,0,11,1,338,16,700,346,65,198,26,16,30,3
24,IAŞI,"CONTAINER MODULAR",523,LESPEZI,97606,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:45",618,590,0,4,24,367,340,0,4,23,353,14,700,333,153,128,36,33,1,2
24,IAŞI,"LICEUL TEHNOLOGIC LESPEZI",520,LESPEZI,97606,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:00",769,760,0,3,6,392,383,0,3,6,380,12,800,408,173,127,35,36,6,3
24,IAŞI,"ȘCOALA GIMNAZIALĂ BUDA",521,LESPEZI,97606,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:44:18",862,850,0,6,6,438,426,0,6,6,412,26,900,462,181,133,29,67,2,0
24,IAŞI,"SCOALA GIMNAZIALA HECI",524,LESPEZI,97606,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:33:08",904,894,0,7,3,453,443,0,7,3,442,10,1000,548,90,172,127,42,4,7
24,IAŞI,"SCOALA GIMNAZIALA HECI",525,LESPEZI,97606,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:51:48",829,820,1,3,5,414,406,0,3,5,397,13,981,571,90,136,125,39,5,2
