precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi"
35,SUCEAVA,"SCOALA CU CLASELE I-VIII SARU DORNEI",481,"ŞARU DORNEI",150445,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:27:15",977,963,1,7,6,617,604,0,7,6,608,9,996,379,122,363,56,19,42,3,3
35,SUCEAVA,"SCOALA CU CLASELE I-VIII VOITINEL",538,VOITINEL,151558,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:36",1751,1723,1,1,26,916,889,0,1,26,880,36,1982,1066,156,632,69,10,11,0,2
35,SUCEAVA,"ȘCOALA CU CL.I-IV BOTEȘTI",357,HORODNICENI,149049,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:17",364,346,1,2,15,210,192,1,2,15,194,16,405,195,120,31,17,6,13,4,3
35,SUCEAVA,"ȘCOALA CU CL.I-IV BRĂDĂȚEL",358,HORODNICENI,149049,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:28",514,483,0,19,12,315,284,0,19,12,296,19,537,222,161,68,33,16,10,2,6
35,SUCEAVA,"ŞCOALA CU CL.I-IV MUŞENIŢA",409,MUŞENIŢA,149584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:35",297,275,0,11,11,175,153,0,11,11,173,2,300,125,86,50,17,10,9,0,1
35,SUCEAVA,"ȘCOALA CU CL.I-VIII MIHĂIEȘTI",359,HORODNICENI,149049,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:39",690,644,0,19,27,436,390,0,19,27,423,13,722,286,243,92,64,4,11,5,4
35,SUCEAVA,"ŞCOALA DĂRMĂNEŞTI NR.2",279,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:01",828,818,1,6,3,481,473,0,5,3,460,21,893,412,247,114,33,20,29,10,7
35,SUCEAVA,"SCOALA DEAL",299,DUMBRĂVENI,148426,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:00:47",1706,1698,0,6,2,841,833,0,6,2,809,32,1801,960,92,552,77,42,21,9,16
35,SUCEAVA,"SCOALA DIN SATUL COTU DOBEI",307,FÂNTÂNELE,148453,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:05",153,150,0,3,0,91,88,0,3,0,87,4,179,88,10,51,16,2,6,2,0
35,SUCEAVA,"ȘCOALA DUMBRĂVENI",449,RÂŞCA,150114,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:41",324,320,0,3,1,209,205,0,3,1,194,15,350,141,63,42,72,2,6,3,6
35,SUCEAVA,"SCOALA GENERALA ARGESTRU",129,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:03",501,490,0,10,1,284,274,0,10,0,254,30,600,316,87,122,20,7,10,4,4
35,SUCEAVA,"ŞCOALA GENERALĂ BUDA",556,ZVORIŞTEA,151344,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:43",715,700,0,5,10,296,281,0,5,10,277,19,800,504,74,163,10,5,21,3,1
35,SUCEAVA,"ŞCOALA GENERALĂ BUDA",555,ZVORIŞTEA,151344,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:05",941,924,1,2,14,390,374,0,2,14,375,15,1000,610,80,245,23,13,8,6,0
35,SUCEAVA,"ŞCOALA GENERALĂ DÎRMOXA",134,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:36",121,114,0,7,0,84,77,0,7,0,84,0,127,43,44,25,6,3,3,3,0
35,SUCEAVA,"ŞCOALA GENERALĂ FUNDU SADOVEI",453,SADOVA,150178,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:21",938,926,0,7,5,649,637,0,7,5,628,21,1008,359,394,145,40,14,29,3,3
35,SUCEAVA,"SCOALA GENERALA MOARA CARP",399,MOARA,149414,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:05",761,731,0,4,26,444,414,0,4,26,422,22,800,356,273,92,36,6,14,1,0
35,SUCEAVA,"SCOALA GENERALA MOARA NICA",396,MOARA,149414,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:06",1492,1479,1,5,7,817,805,0,5,7,784,33,1598,781,455,170,62,35,54,2,6
35,SUCEAVA,"ŞCOALA GENERALĂ NR. 7 ”GRIGORE GHICA VOIEVOD”",65,"MUNICIPIUL SUCEAVA",146263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:06",1853,1840,5,7,1,814,806,0,7,1,778,36,2000,1186,234,184,116,40,172,23,9
35,SUCEAVA,"ŞCOALA GENERALĂ RÎŞCA 3",447,RÂŞCA,150114,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:59",742,733,0,6,3,427,418,0,6,3,386,41,835,408,128,117,67,27,30,6,11
35,SUCEAVA,"ŞCOALA GENERALĂ ŞERBĂNEŞTI",561,ZVORIŞTEA,151344,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:13",916,912,1,3,0,321,318,0,3,0,304,17,1000,679,116,142,6,7,24,6,3
35,SUCEAVA,"ŞCOALA GENERALĂ ZVORIŞTEA",554,ZVORIŞTEA,151344,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:25",787,753,1,11,22,396,363,0,11,22,382,14,800,404,117,218,23,5,15,3,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ",485,ŞCHEIA,146432,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:44",1819,1812,0,6,1,1045,1038,0,6,1,988,57,1995,950,226,408,217,36,78,16,7
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”",81,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:51",1438,1432,0,6,0,631,625,0,6,0,612,19,1600,969,134,338,39,18,73,7,3
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU LĂPUȘNEANU”- CORP B",460,SLATINA,150258,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:12",1585,1525,2,8,50,877,819,0,8,50,866,11,1600,723,35,823,7,1,0,0,0
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ARGEL",404,MOLDOVIŢA,149539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:05",802,794,0,3,5,459,451,0,3,5,436,23,873,414,198,191,28,8,3,4,4
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ARGHIRA",434,PREUTEŞTI,149968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:37",972,967,1,4,0,542,538,0,4,0,514,28,1100,558,130,258,80,8,34,3,1
35,SUCEAVA,"SCOALA GIMNAZIALA BAISESTI",263,"CORNU LUNCII",147786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:46",1189,1182,1,1,5,651,645,0,1,5,623,28,1365,714,192,322,55,30,14,2,8
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BĂLĂCEANA",214,BĂLĂCEANA,151530,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:09",1176,1167,0,2,7,610,601,0,2,7,568,42,1296,686,135,387,0,25,17,0,4
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ BERCHIȘEȘTI",218,BERCHIŞEŞTI,151576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:17:11",1079,1059,0,8,12,698,678,0,8,12,679,19,1188,490,232,369,30,16,26,1,5
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ BERCHIȘEȘTI",219,BERCHIŞEŞTI,151576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:21:13",1115,1065,0,8,42,655,605,0,8,42,616,39,1145,490,237,332,18,9,8,4,8
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BIVOLĂRIA",199,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:03",1801,1800,1,0,0,882,881,1,0,0,801,81,2000,1118,474,171,115,24,5,8,4
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BOGATA",213,BAIA,146904,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:34",1086,1081,1,4,0,517,513,0,4,0,479,38,1263,746,46,382,25,12,8,5,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”BOGDAN VODĂ”",72,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:47",1523,1514,2,5,2,620,613,0,5,2,595,25,1600,980,280,153,42,22,82,14,2
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BOGDAN VODĂ CAPU CODRULUI",421,PĂLTINOASA,149753,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:25",1269,1260,0,5,4,752,743,0,5,4,697,55,1400,648,180,443,29,15,21,6,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BOSANCI",234,BOSANCI,147134,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:39",1269,1263,0,4,2,538,532,0,4,2,506,32,1400,862,149,152,147,36,15,4,3
35,SUCEAVA,"SCOALA GIMNAZIALA BRAIESTI",264,"CORNU LUNCII",147786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:52",961,949,0,2,10,505,493,0,2,10,479,21,1100,600,111,276,46,31,8,3,4
35,SUCEAVA,"SCOALA GIMNAZIALĂ BRODINA - IZVOARELE SUCEVEI",375,"IZVOARELE SUCEVEI",149183,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:59",590,577,0,4,9,387,374,0,4,9,358,29,638,251,104,217,21,9,2,3,2
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BUCŞOAIA",153,"ORAŞ FRASIN",148612,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:11",1279,1272,0,3,4,725,718,0,3,4,696,29,1481,756,263,238,156,18,15,3,3
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ BUDENI",144,"ORAŞ DOLHASCA",148006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:13:56",1141,1129,0,10,2,531,519,0,10,2,491,40,1250,719,231,205,31,6,16,0,2
35,SUCEAVA,"SCOALA GIMNAZIALA BURSUCENI",528,VEREŞTI,151022,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:28",1150,1150,0,0,0,442,442,0,0,0,425,17,1200,758,135,208,42,18,11,8,3
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ CĂLINEȘTI",490,ŞERBĂUŢI,151460,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:32",976,946,0,4,26,565,535,0,4,26,501,64,1062,497,244,122,86,29,17,2,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ CĂLINEŞTI ENACHE",275,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:41",543,535,0,4,4,274,266,0,4,4,258,16,589,315,149,62,11,20,12,4,0
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN TOMESCU” PLEŞEŞTI",542,VULTUREŞTI,151157,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:20",532,516,0,12,4,310,294,0,12,4,289,21,550,240,59,152,57,7,13,1,0
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ CORNI",168,"ORAŞ LITENI",149227,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:13",605,599,0,6,0,283,277,0,6,0,275,8,660,377,128,82,30,10,19,3,3
35,SUCEAVA,"SCOALA GIMNAZIALA CORNU LUNCII",262,"CORNU LUNCII",147786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:34",1042,1026,3,3,10,547,534,0,3,10,517,30,1200,653,170,264,40,27,12,2,2
35,SUCEAVA,"SCOALA GIMNAZIALA COROCAIESTI",529,VEREŞTI,151022,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:48",1028,1028,0,0,0,429,429,0,0,0,406,23,1200,771,134,206,36,10,14,3,3
35,SUCEAVA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BOTOSANA",237,BOTOŞANA,147161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:27",1063,1045,1,3,14,636,619,0,3,14,617,19,1108,472,376,168,17,8,41,4,3
35,SUCEAVA,"SCOALA GIMNAZIALA CU CLASELE I-VIII COMANESTI",260,COMĂNEŞTI,151433,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:06",968,954,0,6,8,528,514,0,6,8,503,25,1086,558,337,108,28,9,11,8,2
35,SUCEAVA,"SCOALA GIMNAZIALA CU CLASELE I-VIII HUMORENI",261,COMĂNEŞTI,151433,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:43",944,933,0,7,4,458,447,0,7,4,430,28,1000,542,322,61,18,10,16,3,0
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ DĂNILA",277,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:27",933,917,1,4,11,480,465,0,4,11,452,28,1032,552,237,115,47,13,27,4,9
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ”DIMITRIE GUSTI”",331,"FUNDU MOLDOVEI",148765,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:43",1523,1494,4,12,13,955,927,3,12,13,915,40,1600,645,491,204,104,21,76,14,5
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”DIMITRIE PĂCURARIU” ȘCHEIA",482,ŞCHEIA,146432,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:10:42",1951,1939,5,5,2,1080,1073,0,5,2,1031,43,2120,1046,308,401,121,41,129,20,11
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”DIMITRIE PĂCURARIU” ȘCHEIA",483,ŞCHEIA,146432,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:46:39",1762,1760,1,0,1,995,994,0,0,1,921,69,1940,950,240,358,157,36,104,14,12
35,SUCEAVA,"SCOALA GIMNAZIALĂ DIMITRIE VATAMANIUC",476,SUCEVIŢA,150418,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:08:39",1519,1466,4,17,32,777,724,4,17,32,752,25,1600,823,370,265,30,38,24,6,19
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ DOLHEŞTII MICI",281,DOLHEŞTI,148097,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:45",973,958,1,14,0,532,517,1,14,0,516,16,1100,568,89,378,20,14,9,4,2
35,SUCEAVA,"SCOALA GIMNAZIALA DORNESTI",288,DORNEŞTI,148293,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:48",1780,1775,3,2,0,808,806,0,2,0,772,36,1950,1142,214,308,110,51,43,43,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ DOROTEIA",154,"ORAŞ FRASIN",148612,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:19",698,685,0,9,4,391,378,0,9,4,368,23,800,409,256,51,40,6,10,4,1
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ DRĂGOIEȘTI",292,DRĂGOIEŞTI,148328,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:13:07",1463,1360,0,67,36,818,715,0,67,36,786,32,1441,623,221,457,37,14,47,8,2
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ FRASIN",152,"ORAŞ FRASIN",148612,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:44",1024,1016,0,4,4,539,531,0,4,4,503,36,1100,561,198,109,144,19,23,6,4
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ GĂINEȘTI",461,SLATINA,150258,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:57",1653,1589,1,7,56,1039,976,0,7,56,991,48,1800,761,119,827,32,2,6,1,4
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ GEMENEA",472,STULPICANI,150356,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:04",619,613,0,6,0,323,317,0,6,0,312,11,675,352,235,44,16,6,8,1,2
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ „GEORGE VOEVIDCA” - CORP A",78,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:28",1019,1015,1,3,0,495,491,1,3,0,472,23,1100,605,238,88,46,13,80,4,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ „GEORGE VOEVIDCA” - CORP B",79,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:13",1107,1103,1,3,0,510,507,0,3,0,476,34,1200,690,252,87,33,15,83,4,2
35,SUCEAVA,"SCOALA GIMNAZIALA GHEORGHE POPADIUC NR.1",113,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:04:54",1955,1948,0,7,0,766,759,0,7,0,744,22,2000,1234,334,270,63,38,29,6,4
35,SUCEAVA,"SCOALA GIMNAZIALĂ GIURGEŞTI",543,VULTUREŞTI,151157,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:17",571,562,0,5,4,337,328,0,5,4,323,14,612,275,87,194,32,3,6,1,0
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ GULIA",145,"ORAŞ DOLHASCA",148006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:36:36",1885,1881,0,4,0,789,785,0,4,0,736,53,2069,1280,433,238,19,7,25,8,6
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ GURA SOLCII",342,GRĂNICEŞTI,148970,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:36",636,632,0,4,0,247,243,0,4,0,231,16,800,553,35,168,13,9,6,0,0
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”IACOB COSTACHE”",180,"ORAŞ SALCEA",146370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:07",1279,1276,0,3,0,751,748,0,3,0,695,56,1401,650,390,155,67,23,42,7,11
35,SUCEAVA,"SCOALA GIMNAZIALĂ IOAN BĂNCESCU ADÂNCATA - CORPUL CU CLASELE I-IV",201,ADÂNCATA,146799,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:28",1417,1409,2,6,0,710,703,1,6,0,675,35,1550,840,391,132,58,39,44,4,7
35,SUCEAVA,"SCOALA GIMNAZIALĂ IOAN BĂNCESCU ADÂNCATA - CORPUL CU CLASELE V-VIII",202,ADÂNCATA,146799,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:00",1023,1021,1,1,0,547,546,0,1,0,522,25,1120,573,241,161,54,18,33,7,8
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”IOAN CIUREA”",84,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:03",1329,1321,1,7,0,569,562,0,7,0,546,23,1400,831,76,322,53,23,57,5,10
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”IOAN CIUREA”",85,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:04",802,796,0,5,1,413,407,0,5,1,398,15,900,487,51,252,31,14,46,4,0
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”IOAN CIUREA”",86,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:48",1063,1056,0,7,0,482,475,0,7,0,463,19,1200,718,97,247,40,25,40,5,9
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”IOAN CIUREA”- CLĂDIRE GHEORGHE GAFENCU",98,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:26",1561,1555,0,5,1,672,666,0,5,1,645,27,1700,1028,93,372,87,32,49,5,7
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”ION IRIMIESCU”",91,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:26",1129,1120,1,6,2,496,487,1,6,2,466,30,1300,804,71,231,38,24,92,3,7
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”ION IRIMIESCU”",90,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:56",1103,1093,0,9,1,498,488,0,9,1,474,24,1200,702,97,246,42,20,58,9,2
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”ION LOVINESCU” RĂDĂȘENI",443,RĂDĂŞENI,150070,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:00",1207,1189,0,11,7,636,618,0,11,7,617,19,1300,664,360,179,41,18,19,0,0
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”ION LOVINESCU” RĂDĂȘENI",442,RĂDĂŞENI,150070,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:07",1007,996,0,3,8,539,528,0,3,8,509,30,1110,571,276,162,42,7,13,4,5
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ION PINTILIE MĂNEUȚI",327,"FRĂTĂUŢII VECHI",148694,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:56",1797,1779,1,5,12,740,723,0,5,12,691,49,1900,1160,379,143,93,7,37,30,2
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL DIN SATUL PRISACA DORNEI",520,VAMA,150935,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:15",696,688,0,7,1,340,332,0,7,1,320,20,763,423,132,105,45,11,18,5,4
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL DIN SATUL STRÂMTURA",521,VAMA,150935,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:29",1086,1079,0,4,3,607,600,0,4,3,565,42,1191,584,355,117,50,14,16,8,5
35,SUCEAVA,"SCOALA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL NR.2",518,VAMA,150935,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:27",1714,1705,4,3,2,997,992,0,3,2,956,41,1881,884,524,282,76,21,35,12,6
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ IPOTEȘTI",368,IPOTEŞTI,146281,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:40:47",2166,2151,1,11,3,1170,1156,0,11,3,1130,39,1903,734,377,382,156,49,145,12,9
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”IRACLIE PORUMBESCU”, CORP A",320,"FRĂTĂUŢII NOI",148667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:53:27",1186,1179,0,4,3,627,620,0,4,3,599,28,1300,673,287,167,28,12,92,5,8
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”IRACLIE PORUMBESCU”, CORP B",321,"FRĂTĂUŢII NOI",148667,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:34",407,396,0,8,3,215,204,0,8,3,203,12,472,257,131,43,10,8,9,2,0
35,SUCEAVA,"SCOALA GIMNAZIALĂ ”I.V.RACHIERU” SOLONEŢ",494,TODIREŞTI,150524,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:16:27",1315,1296,0,2,17,689,670,0,2,17,660,29,1400,711,284,270,63,12,20,8,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”KRYSTINA BOCHENEK” POIANA MICULUI",389,"MĂNĂSTIREA HUMORULUI",149370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:25",513,510,0,2,1,255,252,0,2,1,246,9,550,295,186,28,9,1,18,2,2
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ LEUCUŞEŞTI",438,PREUTEŞTI,149968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:15",953,950,0,3,0,536,533,0,3,0,508,28,1000,464,147,252,53,33,20,0,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ LUPCINA",505,ULMA,150702,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:09",760,757,0,3,0,465,462,0,3,0,426,39,800,335,143,165,78,22,16,2,0
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ MĂNĂSTIREA HUMORULUI",386,"MĂNĂSTIREA HUMORULUI",149370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:08",1000,986,2,1,11,644,631,1,1,11,623,21,1100,456,343,216,27,10,22,4,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ MĂNĂSTIREA HUMORULUI",387,"MĂNĂSTIREA HUMORULUI",149370,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:54:14",1058,1045,0,1,12,636,623,0,1,12,598,38,1100,464,408,137,26,8,11,6,2
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ MĂRIŢEI",274,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:24:07",1504,1481,1,3,19,894,872,0,3,19,863,7,1601,724,521,209,45,29,44,7,8
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",88,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:04",1141,1132,0,7,2,499,490,0,7,2,481,18,1300,801,81,273,46,21,44,8,8
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",89,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:46",1196,1190,1,5,0,585,580,0,5,0,568,16,1300,715,100,304,50,18,72,17,7
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU”",87,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:05",1606,1599,0,5,2,745,738,0,5,2,708,37,1700,955,103,431,48,81,33,9,3
35,SUCEAVA,"SCOALA GIMNAZIALA MIHAIL SADOVEANU GRANICESTI",340,GRĂNICEŞTI,148970,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:15",930,929,0,0,1,337,336,0,0,1,313,24,1002,665,55,125,93,16,20,2,2
