precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIULA ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","DASCĂL CIPRIAN-VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUDIAN PETRU-IONUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","MORARIU MIHAI-TEODOR-UNIUNEA SALVAȚI ROMÂNIA-voturi","PITARIU VASILE-EUSEBIO-PARTIDUL ROMÂNIA MARE-voturi"
28,MUREŞ,"CĂMINUL CULTURAL NAZNA",503,"SÂNCRAIU DE MUREŞ",114382,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:04:23",1316,1307,3,5,1,729,723,0,5,1,707,22,1430,701,73,29,582,21,2
28,MUREŞ,"CĂMINUL CULTURAL SÎNCRAIU DE MUREŞ",499,"SÂNCRAIU DE MUREŞ",114382,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:56",1417,1399,7,7,4,808,796,1,7,4,780,28,1540,732,74,30,632,34,10
28,MUREŞ,"PRIMĂRIA SÎNCRAIU DE MUREŞ",500,"SÂNCRAIU DE MUREŞ",114382,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:01",1543,1523,5,12,3,871,856,0,12,3,851,20,1690,819,89,42,684,29,7
28,MUREŞ,"ŞCOALA GIMNAZIALĂ NAZNA",504,"SÂNCRAIU DE MUREŞ",114382,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:58",1233,1218,5,10,0,764,753,1,10,0,750,14,1348,584,42,44,652,7,5
28,MUREŞ,"ȘCOALA GIMNAZIALĂ SÂNCRAIU DE MUREȘ",502,"SÂNCRAIU DE MUREŞ",114382,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:20:05",1739,1730,3,5,1,949,942,1,5,1,931,18,1930,981,98,38,764,20,11
28,MUREŞ,"ȘCOALA GIMNAZIALĂ SÂNCRAIU DE MUREȘ",501,"SÂNCRAIU DE MUREŞ",114382,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:14",1431,1427,1,3,0,613,610,0,3,0,577,36,1581,968,109,20,419,16,13
