precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOAMBEŞ DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CĂRĂBAŞ PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi"
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL CONSTANTIN DAICOVICIU",208,"CONSTANTIN DAICOVICIU",51877,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:02:44",573,540,0,16,17,361,328,0,16,17,356,5,597,236,56,300
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ MACIOVA",209,"CONSTANTIN DAICOVICIU",51877,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:31:54",421,394,1,18,8,246,220,0,18,8,241,5,434,188,179,62
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ZĂGUJENI",213,"CONSTANTIN DAICOVICIU",51877,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:59",479,441,2,18,18,290,254,0,18,18,280,9,479,190,222,58
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ MÂTNICU MARE",210,"CONSTANTIN DAICOVICIU",51877,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:29",333,308,1,19,5,213,189,0,19,5,206,7,344,131,109,97
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ PEȘTERE",211,"CONSTANTIN DAICOVICIU",51877,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:54:52",195,182,1,9,3,141,129,0,9,3,135,6,201,60,86,49
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ PRISACA",212,"CONSTANTIN DAICOVICIU",51877,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:54",365,349,0,8,8,248,232,0,8,8,242,6,384,136,196,46
