precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUHANDU VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞORA IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","GOILEAN GEORGE-VLAD-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GABOR MARIA-PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi"
5,BIHOR,"CĂMIN CULTURAL COȘDENI",493,POMEZEU,30470,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:02:26",451,419,0,8,24,327,295,0,8,24,325,2,454,127,183,136,6,0
5,BIHOR,"CĂMIN CULTURAL HIDIȘ",494,POMEZEU,30470,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:58",252,231,0,8,13,207,186,0,8,13,204,3,265,58,102,88,5,9
5,BIHOR,"CĂMIN CULTURAL SPINUȘ DE POMEZEU",497,POMEZEU,30470,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:28",152,138,0,2,12,125,111,0,2,12,123,2,162,37,30,86,7,0
5,BIHOR,"CĂMIN CULTURAL VĂLANI DE POMEZEU",498,POMEZEU,30470,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:15",462,425,2,11,24,328,293,0,11,24,321,7,433,105,141,103,73,4
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 SITANI",496,POMEZEU,30470,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:04",355,335,0,6,14,283,263,0,6,14,276,7,385,102,99,166,11,0
5,BIHOR,"ȘCOALA GENERALĂ LACU SĂRAT",495,POMEZEU,30470,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:35:53",35,34,0,0,1,31,30,0,0,1,30,1,42,11,4,26,0,0
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.1 POMEZEU",491,POMEZEU,30470,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:05",100,91,0,6,3,75,66,0,6,3,72,3,106,31,30,37,4,1
5,BIHOR,"ȘCOALA PRIMARĂ NR.2 CÎMPANI",492,POMEZEU,30470,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:05:07",337,315,0,10,12,267,245,0,10,12,266,1,362,95,159,85,22,0
