precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂRGĂRINT MIHĂIŢĂ-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","GLODEANU GHEORGHE-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PUF VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","PÎNZARU MIRCEA-OVIDIU-PARTIDUL OAMENILOR TINERI-voturi","CERCHEZ SORIN-PARTIDUL MIȘCAREA POPULARĂ-voturi","GUZGAN VASILE-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ PUNTIŞENI",254,COSTEŞTI,163137,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:44:41",200,194,0,6,0,105,99,0,6,0,96,9,200,95,3,38,50,1,4,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ SFÂNTUL IERARH LUCA COSTEȘTI",250,COSTEŞTI,163137,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:31",1377,1374,0,3,0,621,618,0,3,0,594,27,1420,799,36,221,240,10,59,28
39,VASLUI,"ŞCOALA PRIMARĂ CHIŢCANI",251,COSTEŞTI,163137,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:01:08",255,250,0,5,0,114,109,0,5,0,108,6,298,184,9,23,67,1,8,0
39,VASLUI,"ŞCOALA PRIMARĂ DINGA",252,COSTEŞTI,163137,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:31:03",103,96,0,7,0,61,54,0,7,0,58,3,100,39,7,24,24,1,2,0
39,VASLUI,"ŞCOALA PRIMARĂ PÎRVEŞTI",253,COSTEŞTI,163137,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:33:13",80,71,0,7,2,60,51,0,7,2,55,5,100,40,4,6,43,1,1,0
39,VASLUI,"ŞCOALA PRIMARĂ RĂDEŞTI",255,COSTEŞTI,163137,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:17",104,99,0,5,0,59,54,0,5,0,54,5,200,141,4,23,13,7,7,0
