precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"CĂMINUL CULTURAL LETCA NOUĂ",171,"LETCA NOUĂ",104047,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:18:26",795,665,0,103,27,640,510,0,103,27,627,13,750,110,15,82,528,2
19,GIURGIU,"CĂMINUL CULTURAL LETCA VECHE",172,"LETCA NOUĂ",104047,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:01:41",749,670,2,52,25,552,473,2,52,25,543,9,752,200,15,133,391,4
19,GIURGIU,"CĂMINUL CULTURAL MILCOVĂȚU",173,"LETCA NOUĂ",104047,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:45:20",1289,1109,0,148,32,1061,881,0,148,32,1025,36,1221,160,26,276,717,6
