precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OLARIU-NAN CRISTINA-MIHAELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COJOCARU GICU-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢINTEA NARCIS-RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","GRAPĂ MIHAI-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"GRADINITA DE COPII CRISTIAN",332,CRISTIAN,40900,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:12",1343,1323,7,12,1,763,749,1,12,1,751,12,1500,737,12,369,116,254
8,BRAŞOV,"GRADINIȚA DE COPII CRISTIAN",333,CRISTIAN,40900,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:09:17",1331,1314,4,7,6,709,694,2,7,6,699,10,1463,754,15,458,85,141
8,BRAŞOV,"GRĂDINIȚA DE COPII, CRISTIAN",335,CRISTIAN,40900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:29",1332,1288,13,26,5,819,786,2,26,5,805,14,1400,581,15,438,66,286
8,BRAŞOV,"SCOALA GENERALA, CORP B",334,CRISTIAN,40900,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:24:10",1988,1940,27,15,6,1103,1080,2,15,6,1077,26,2100,997,21,674,160,222
