precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi"
16,DÂMBOVIŢA,"GRADINITA DUMBRAVA",397,ULMI,65501,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:16:14",1007,1002,2,3,0,539,536,0,3,0,519,20,1100,561,415,70,34
16,DÂMBOVIŢA,"GRADINITA MATRACA",398,ULMI,65501,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:42:41",688,682,0,6,0,411,405,0,6,0,399,12,760,349,334,48,17
16,DÂMBOVIŢA,"SCOALA GIMNAZIALA ION CONSTANTINESCU VIISOARA",399,ULMI,65501,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:07:12",1174,1167,0,7,0,703,696,0,7,0,686,17,1279,576,602,63,21
16,DÂMBOVIŢA,"SCOALA GIMNAZIALA ULMI",396,ULMI,65501,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:07",1154,1146,3,5,0,637,632,0,5,0,617,20,1260,623,487,103,27
