precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
24,IAŞI,"SCOALA GENERALA BIRLESTI",451,ERBICENI,97009,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:55",624,621,0,3,0,342,339,0,3,0,330,12,700,358,117,180,21,12
24,IAŞI,"SCOALA GENERALA ERBICENI CORP CLADIRE",449,ERBICENI,97009,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:00",943,930,0,5,8,510,497,0,5,8,481,21,1000,498,199,246,28,8
24,IAŞI,"SCOALA GENERALA ERBICENI CORP CLADIRE",450,ERBICENI,97009,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:06",1057,1045,0,1,11,550,538,0,1,11,522,26,1100,552,208,273,35,6
24,IAŞI,"SCOALA GENERALA TOTOESTI",454,ERBICENI,97009,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:55:49",1345,1339,0,5,1,693,687,0,5,1,648,39,1405,718,296,283,52,17
24,IAŞI,"SCOALA NR. 2 SPINOASA",452,ERBICENI,97009,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:05:04",236,234,0,2,0,121,119,0,2,0,117,4,300,179,71,20,25,1
24,IAŞI,"SCOALA NR. 2 SPRANCEANA",453,ERBICENI,97009,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:28",310,304,2,4,0,145,140,1,4,0,137,8,400,255,97,30,10,0
