precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL BUDIȘTENI",223,COSTEŞTI,46484,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:53",379,376,0,3,0,219,216,0,3,0,212,7,410,191,148,14,38,6,6
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL PIETROSU",225,COSTEŞTI,46484,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:34",1058,1055,0,3,0,467,464,0,3,0,446,21,1160,693,308,19,81,30,8
10,BUZĂU,"ȘCOALA GIMNAZIALĂ COSTEȘTI",222,COSTEŞTI,46484,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:46",1304,1292,2,10,0,719,709,0,10,0,693,26,1420,701,507,48,105,18,15
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”GENERAL ȘTEFAN GUȘĂ” SPĂTARU",226,COSTEŞTI,46484,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:03",1180,1169,3,7,1,644,636,0,7,1,624,20,1281,637,360,58,134,50,22
10,BUZĂU,"ŞCOALA PRIMARĂ GOMOEȘTI",224,COSTEŞTI,46484,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:28:03",181,176,0,5,0,118,113,0,5,0,114,4,200,82,50,5,42,8,9
