precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HURDUCAŞ IONEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PÎRŢOC EMIL-IOAN-voturi"
13,CLUJ,"CENTRUL CULTURAL ICLOD",507,ICLOD,58142,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:07:30",1593,1587,1,5,0,706,701,0,5,0,683,23,1762,1056,73,610
13,CLUJ,"SCOALA DIN FUNDATURA",508,ICLOD,58142,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:34:53",579,567,3,9,0,283,274,0,9,0,268,15,624,341,28,240
13,CLUJ,"SCOALA DIN LIVADA",509,ICLOD,58142,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:02:04",902,894,0,4,4,386,378,0,4,4,365,21,998,612,78,287
13,CLUJ,"SCOALA DIN ORMAN",510,ICLOD,58142,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:35:50",409,394,0,6,9,193,178,0,6,9,176,17,442,249,20,156
